session_id,GENERAL / Type,CAMP / camp_id,TIME DATA / start_time,TIME DATA / end_time,ASSESS / goals,ASSESS / highlighted,ASSESS / best,ASSESS / To Work,ASSESS / assessment_boolean,GENERAL / Results,ASSESS / Standard move,audionotes,ASSESS / Wind Pattern
a.kJSHh1zSC-iDJxeRXQMKA,Training,aRYkAb6uQzWW459j8m4xhg,"6/3/2026, 8:01:00 a. m.","6/3/2026, 10:20:00 a. m.","-transitions UW and DW (hold traps and steer accurate, maybe step forward and shoulder in)

-double tacks. Taking the rust out in the last 45secs

-breathing when getting into UW stb layline if we trust our side to avoid to tacks close to the top mark

-when having different opinions, trying both and see wich one we follows. Not allways the feel is the best progression",true,"DW strategy. Solid calls before rounding the top mark to lead into the DW

Manouvers, good Indians at the top, tack leebows, great kiwi drops

Good time and distance to the line

Wind speed was changing all the time, really good job on adapting to the changes with controls, heel and body position","Controls off the line when the preassure is there 

Avoiding the step to the front form Ian UW
Maybe we can go in behind the shrouds?",,,"Wind from 140*, playing the left, the last 10% seems to be gaining a lot to be the windward boat on port layline",,
xEXAdmylTcOFt1CmdVarXw,Training,aRYkAb6uQzWW459j8m4xhg,"7/3/2026, 11:15:00 a. m.","7/3/2026, 1:05:00 p. m.","When we are matching a boat gybing, make sure we trim the main before entering the rounding to have good power in the exit and put pressure into the LW boat that we are allready pointing low or forward (never want to be high)

When leading, making sure that Nev communicates if we are matching the boat behind so if they split, Ian is in the same page to match them

Accuracy in the controls off the line / cross over on when to be in the flat set up

",,"Check in before sailing helped to let go what was happening and be focus in the water. Was a tough day, rain, unstable breeze and hard to set a clear plan. 

Some moments of the UW at the beginning

Time and distance in the starts","If we are training with others and we made a gap, make sure we do a 360 or something to be close again

Interaction so we forget about expectations that are dragging energy out of the team and make wrong suppositions of what is really happening

How to work a flat platform, understanding wich is the moments with pressure and when that dies to coordinate better the movements in & out.
Ian has more range to move in",,,,,
QiyITn8ZQVW9STE2bFqLIQ,Training,s-5FaxFkRdOz4AIxdbvTmQ,"5/3/2026, 11:01:00 a. m.","5/3/2026, 1:30:00 p. m.","- Dia complicado no pudimos bajar en horario por las roturas (tornillo forstay)
- Navegar un poco libre y meter maniobras para ir entrando en ritmo
- Poco viento double traiping: Goal cuidar mucho la escora, y anticipar las negadas grandes para no quedar escorado y alto",,"- Virada muy poco viento tadeo pegar muy tarde el primer pump nos ayuda a llegar con grip al otro lado y poder pegar

- Buen balance cuidando la escora

- Buenas gibes rango: 5/7-8 kst","- Ver que es lo mejor en las negadas y hablar mas de que es lo que creemos que va a venir y que paso

- tecinica de la virada pegado tarde el primer pump

- Probar con otros barcos la puesta a punto",,,,,
PNGjJCPwRV6zuGrdbGPLxQ,Training,s-5FaxFkRdOz4AIxdbvTmQ,"6/3/2026, 7:30:00 a. m.","6/3/2026, 10:30:00 a. m.","- Primer dia de regatas: Buscar volver al ritmo y detectar las cosas a trabajar
- Si somos el de sota en la linea: Poner la proa mirando a los barcos de barlo para no abrir al pedo
- Afinar tema correr con los numeros
- Trabajo fino pre laylines
- Standar moves en popa",,"- velocidad antes de que levantara
- velocidad y maniobras primer popa
- Primer regata deribamos prineros despues en la popa soltamos el lado bueno","- Trabajo de los ultimos segundos a la linea
- Trabajo fino laylines 
- Standard moves en popa y ceñida
- Planteo y plan estrategia y tactico
- En misma linea mirar más barcos de afuera
- Puesta a punto mirar y copiar a otros barcos",,,,,
80aQ0vSdQB-VhyZdtBNMXA,Training,s-5FaxFkRdOz4AIxdbvTmQ,"7/3/2026, 11:10:00 a. m.","7/3/2026, 1:20:00 p. m.","- Regatas con usa y aust
- viento 4-7 con ola de popa
",,"- Promedio del dia no pudinos ganar regatas pero estabamos ahi, buena recuperación en popa
- Buenas largadas apretando al de barlo ","- Llevada con ola de popa
- Cantar a maxi cuando hay para acelerar para arriba
- Cuando meter vang para despegar
- trabajo en el ala ",,,,,
Tfdcg.ZxSaumAfOUShBUpg,Training,s-5FaxFkRdOz4AIxdbvTmQ,"8/3/2026, 10:30:00 a. m.","8/3/2026, 1:30:00 p. m.","- Regatas con Irl, hugo y la venenosa
- Largadas ganar el pin + trabajo del hueco + arrancadas late sobre linea",,"- De 9 largadas 8 fueron muy buenas y ganadoras
- muy buen modo alto
- buen trabajo de los corasover a mas presion en ceñida
- Mantener la base de puesta a punto","- Amague en popa como jugada?
- trabajo de los ultimos segundos antes de la largada
- Mirar mejor la linea y menos los barcos
- Buena velocidad en popa",,,,,
PeOrCsvLSJiF9Wgj.46zNg,Training,aRYkAb6uQzWW459j8m4xhg,"9/3/2026, 10:00:00 a. m.","9/3/2026, 10:59:00 a. m.","Test material (jib, kites, main)

Speed runs, search for the rocket

-DW try to stay connected in kite trim and main trim",,"Check in space. Give us confidence to open up feelings without being judged. Good moments to clarify and agree new actions

Realising that the next gear is to anticipate the coming opportunities to be on top of controls for the next “killing move”

Comms in the boat about how to sail the boat in each moment","Positioning in the speed runs. Need to be able to talk to the other boat to handle the micro when we are going for a run

Communicating the small things before they get into a huge thing",,,,,
pdQD583STZiAzQETSRBo-Q,Regatta,s-5FaxFkRdOz4AIxdbvTmQ,"9/3/2026, 10:05:00 a. m.","9/3/2026, 1:00:00 p. m.",,true,"- Buenas sensaciones en los distintos vientos del dia que fue muy up and down
- buenas gibes
- Buena speed en las probadas 
- Nos pudimos cortar en la popa que fuimos adelante ","- Ser barco de sota y mirar al de arriba
- copiar mejor las progresiones desde sota 
- Trabajar en rangos mas power y usando más controles dinamicos y no tanto la tension

Puesta a punto:
- 14
- (-4)
Alto -1
Carro en 4

Cuando bajo el viento 
- 8
- (-2)
- Alto base
- ",,,,,
gB.kHu3HSwexUmus71zcIw,Training,aRYkAb6uQzWW459j8m4xhg,"9/3/2026, 9:00:00 p. m.","10/3/2026, 7:08:00 a. m.","Transitions, try to keep the “package” and focus in where’s the new bow to engage quick into the new wind

Starts: -early plan so we can be more aggressive into fighting for something we know
-when bailing, know wich lane we want. Has been pretty strong the low lane, so be quick to analyze fleet density and how to position fast

",,,,,,,,
4QgOVY.SR4qhTLLOMLBDcw,Training,aRYkAb6uQzWW459j8m4xhg,"10/3/2026, 10:05:00 a. m.","10/3/2026, 12:05:00 p. m.","Speed runs, flat set up (kiwi style)

Jib release before tacks

UW comms, Ian leading moding with controls depending situations with boats around (micro fleet management)",true,"Great step forward in matching what we saw from nzl to learn a new technique and be faster

Rocket!!! in 4 to 6 knts. We went another level.
Boat was able to accelerate forward super easy

Interaction, fluid comms to learn small and deep details


","7/8 knts UW, is there something in between kiwi and our base? Maybe -4+1?

Anticipation
Wich tools to play in the next crossover? Peach, heel, controls. 

Tacks when Ian goes infront of the mast. Practice steps so he doesn’t get stuck with the jib and play with the heel while Nev is turning 

In tight situations, trust that nevin got it. Keep triming the main tight without stoling. Sometime in this situations, Ian tries to open and twist a bit but we end up loosing pressure",,,,,
pZKAfqlxSDub5KFPwbnOSg,Training,aRYkAb6uQzWW459j8m4xhg,"12/3/2026, 8:35:00 a. m.","12/3/2026, 11:05:00 a. m.","Back to racing with big fleet

Starting moves and comms

When to go deep in the DW and manage fleet density arriving to the corner",,"DW aproach to LW marks. First time we were solid into the corner and achieved great delta recovers. 

Moved forward from 1st mark rounding to finish in all races","-starts! Back to the fleet and boat to boat fight

-gybes. If we enter with the main eased, we should pop the battens in the middle to avoid a high angle in the exit with the main too open

-realization of when we must use a deeper jib (8/9knts)

",,,"- Aproaching the top mark, we should be able to stay as close as possible to the group we are with to minimize a split breeze scenario. 

-DW aproaching the last 20%. If we trust the side we picked and the boats infront of us went early with nothing to clear, great opportunity to focus on speed and a slightly happy layline to comitt ourselves to speed on port layline giving us a chance to sail clear and fast while the rest are moding ",,
KfW35qqvStWAkc8Gqh18Mg,Training,s-5FaxFkRdOz4AIxdbvTmQ,"10/3/2026, 9:00:00 a. m.","10/3/2026, 12:00:00 p. m.",,,"- velocidad en ceñida y popa
- navegar con base y un poco de vang en el rachon para que dispare
- rotarme bien de cadera en el arnes
- virada a salir adelante del ala pero metiendo rodilla",,,,,,
m0ZGe4w7RBeUQTxqpuW5pw,Training,s-5FaxFkRdOz4AIxdbvTmQ,"12/3/2026, 9:05:00 a. m.","12/3/2026, 12:05:00 p. m.",,,,,,,,,
gpr8Gqi8RauizskzhY6IgA,Regatta,84.briUSTP-14B-eBZC2mQ,"13/3/2026, 10:10:00 a. m.","13/3/2026, 1:15:00 p. m.","-How to reset when unexpected things happen.

-work the details on how to get the boat going fast",,"-DW speed and managing tight lanes

-resetting!

-found great opportunities to pass great amount of boats in beats
","-interacting when we are discovering/ things
Share what we are thinking, what we did and in the end what happend

-hard to get the rocket, important to accept that is a type of day that ir on and off
There will be great moments and there will be moments to hold and wait for ours again

-starts! We were over in the first one

",,11(ufd) 6 3,"-when getting to a corner analice the situation with other boats and sometimes accept that there won’t be chances of passing other boat so we just sail through the finish

",,
flRZvkBIQ.WRPitZPXChOA,Regatta,84.briUSTP-14B-eBZC2mQ,"14/3/2026, 9:08:00 a. m.","14/3/2026, 12:50:00 p. m.","Onshore beeze, big waves.

-Time and distance to the line
-laylines UW and DW
-speed UW
-early drops holding speed through manouver so we can be set and clean after the rounding
",true,"3rd start form the middle, maximizing the time and distance by waiting far from the line and pulling the trigger earlier than them and be allready some boat length infront

In the first two starts, off the line we weren’t super strong, but we manage being patient to pick the next lane to sail free and develop good speed

UW tactics and top mark aproach picking really nice lanes

DW lanes and speed. (We were gybing before we lost the pressure of the gusts)
",UW speed and recognition on when to have asimétric caps tuning,,"3,2,1","Aproaching the top mark in the low lane of stb layline was really strong
End up grabbing some lefties to tack back and cross some boats and get closer to boats that where over lay",,
L--De2FzRPmvpeSbxDMZfw,Regatta,s-5FaxFkRdOz4AIxdbvTmQ,"13/3/2026, 9:10:00 a. m.","13/3/2026, 1:00:00 p. m.","- Generar un buen hueco pero no de mas, cosa de que no nos lo roben

- Usar estas largadas para definir roles, quien cubre para cada lado

- Después de las primeras largadas apretadas pusimos como objetivo la ultima largar con un clear lane",true,"- Tremenda velocidad en ceñida
- Muy buena velocidad en popa
- Barco corria muy bien en los lanes limpios velocidad para salir de los malos lugares ","- Largadas roles
- Largadas gestion de espacio
- Primeros metros siempre navegar altos no irse para abajo o mandar a correr de mas que se pierde vmg
",,7 general,,,
zHCj6NOOQm-BKIma8tj7vg,Regatta,s-5FaxFkRdOz4AIxdbvTmQ,"14/3/2026, 9:00:00 a. m.","14/3/2026, 12:01:00 p. m.","- dia inestable lluvia up and down con tendencia a aumentar 

- Largadas cuidar el hueco pero no tener de mas mantener lanes claros",,- buena velocidad en ceñida por mas que estabamos bajos de vueltas,"- Revisar el material más detalladamente 
- Puesta a punto y pesos si ya sabemos que la tendencia es a aumentar ",,,,,
qx.dKdSCQKqYL1zGXUmWvg,Training,s-5FaxFkRdOz4AIxdbvTmQ,"21/3/2026, 10:00:00 a. m.","21/3/2026, 1:30:00 p. m.",,,"- Viradas por atras del mastil metiendo rodilla al ala
- Feeling en ceñida en promedio muy bueno 
- Speed a numeros post izada
- Empezar a trabajar los numenos","- Trabajo de consistencia en la escora no dejar que se venga nunca

- Consistencia en las gibes",,,,,
B7riHqEtTP2Rk0uH01bZBQ,Training,s-5FaxFkRdOz4AIxdbvTmQ,"20/3/2026, 11:20:00 a. m.","20/3/2026, 1:20:00 p. m.",,,"- Trabajo de ir para arriba sin cazar, timing de la cazada, y buscar una vez que ya esta andando fuerte el barco los ajustes chicos 

- Identificar las popas que hace falta colgarse mas y navegar mas alto para que agarre",- como hacer generad en popa en esa condiciones que le cuesta agarrar hasta que se clava,,,,,
m66zmlcdRLuytYJ6tCCl0w,Training,s-5FaxFkRdOz4AIxdbvTmQ,"19/3/2026, 9:30:00 a. m.","19/3/2026, 11:45:00 a. m.","- Regata con los usa brito y ponjas + speed training con brito y ponjas

",,"- Mejor vmg en modo alto 
- Buscar mas presión con timon para arriba
- 4 vueltas como una puesta a punto estirable que da buen rango ",,,,,,
rF1yfeGcTROX7Y5dITVlVw,Training,s-5FaxFkRdOz4AIxdbvTmQ,"22/3/2026, 9:30:00 a. m.","22/3/2026, 12:45:00 p. m.",,,,"- Mas rapido las trasluchadas
- doble tack mas cerca y agresivo
- asegurar la pasada de battens en la largada maxi
- Mirar mejor aceleración barco de barlovento 
- Si o si protocolo 
- Explorar navegar con controles mas sueltos en esos lanes muy malos",,,,,
AtR95A5uTPSO1aQqKLgrdw,Training,s-5FaxFkRdOz4AIxdbvTmQ,"23/3/2026, 7:30:00 a. m.","23/3/2026, 9:40:00 a. m.","- protocolo (largadas) comunicación dist linea + barcos

- cantar los numeros e ir analizando 

- trasluchadas mas rapidas


",true,"- buena speed cuando lo poniamos en numeros

- Seguridad en las maniobras y los kiwi

- Buenos pasing lanes en los barloventos ","- en modo muy rapido soltar vang (casi reaching)

- distancia a la linea mejor comunicar los otros barcos

- comunicar los numeros de compas y memorizarlos

- siempre protocolo de salida

- protocolo navegar contra escora (primero proa alta, desp soltar poco mayor, después cae proa desp cuidar numeros con triming muy chico)

- COMUNICAR MEJOR Y MAS CUANDO NO ENCONTRAMOS EL BARCO

",,,,,
BfY5kd6QROGLQWr58Vke7Q,Training,meMxDr1hT7eOGL2ScJLgaw,"25/3/2026, 10:10:00 a. m.","25/3/2026, 12:30:00 p. m.","-Spinaker test
-UW details on how to become quick in reacting when we have opportunities . (Body position, controls, jib)
-DW ",,"UW comms are getting more precise and clear on what we want or trying to achieve

DW test, good moments

","UW, In this condition, try to match the tack and see how we go on the new side after the manouver

DW coms to know what we are looking for and how to accomplish it. 
When the sweel is from behind, we can be quicker in and use as a default not to move the ruder at all. Hold the bow and use the body (similar to UW technique in 8knts)

",,,"With wind from 210-230° and a sunny sky we saw the wind get lighter and more unstable direction as we sailed upwind (S out of bay).
Was nice to have some power in the sails.  But still needed to be close to the best set up.  Jib was a bit too high maybe because it felt like gains to be made in pressure, and just survive lull with technique. 

All tuning today not much strategy. But was a nice development Ian calling more the bow angle and progressing to “next move is…” really helps free me up to focus on water, wind, strategy, etc 

Downwind if waves are coming with the boat, look to keep bow down and gain VMG not always speed with load.  If waves more from side, can keep more the apparent, load and never “bottom out”",,
rrbTQeYlRCG4vsPY8WX1Ig,Training,meMxDr1hT7eOGL2ScJLgaw,"26/3/2026, 6:55:00 a. m.","26/3/2026, 9:15:00 a. m.","Race in offshore conditions

-head out 
-transitions
-lead DW desicions based on breeze",,"UW strategy, desicions and wind reading

Rig adjustments to find a good set up

Releasing main DW on the puffs ","Jib tuning / main and vang set up to set the final touch in jib height

DW first desicion. We can relate a bit more what’s the wind looking like so we get to the top mark with more info about the wind to pick a side





",,,"Wind was from 35-60º or so.  9-16kts.  Some upwind waves, but mostly shifty offshore conditions.  We said this would be a condition each side would win.  Wind was a little to the right of 90º to the beach, which seemed to help the right have more wind since there was more clear water that way.

We did a nice job of balancing when to go back to corner for more, and when to leave early and be prepared for an oscillation back the other way.

On upwind it seemed strong to be to windward approaching the corner so you could see the progression of the other boats and make your decision of when to leave that side.  When you are leading to the corner (the low boat) you don't always get to see how strong or weak you are on little shifts that would be good times to cross.

Downwind, gybe set was almost always strong but I was pretty cold and the boat handling made it hard to always trust in the gybe set, because I was pretty tangled at the top mark sometimes.
",,
tmOiAjrLToKgdiHWXDChYw,Training,s-5FaxFkRdOz4AIxdbvTmQ,"25/3/2026, 10:00:00 a. m.","25/3/2026, 1:20:00 p. m.",,,,,,,,,
60w.rftUSXahKi8xHaTmMw,Training,s-5FaxFkRdOz4AIxdbvTmQ,"26/3/2026, 6:10:00 a. m.","26/3/2026, 9:30:00 a. m.",,,"- Aprendimos a frenar barco en popa si nos comviene dejar pasar

-Largadas no nos rolaron ninguna

","- Soltar bien foque en las derivadas + foco en la entrada a izar

- Mas energia en hacer todo mas rapido y preciso navegar mas tiempo al 100% vidadas gibes metros post largada etc",,,,,
D4LN2p3iQIC0EKXRfb1VnQ,Regatta,meMxDr1hT7eOGL2ScJLgaw,"28/3/2026, 5:15:00 p. m.","27/3/2026, 5:15:00 p. m.",,,,,,,,,
tlKC6g6aRQqn0pBFC8eXjA,Regatta,k8E8OJEUT4yrAv9yg.z4ew,"30/3/2026, 5:10:00 a. m.","30/3/2026, 10:15:00 a. m.","-First in the water to get back on the boat after 3 days getting Nev recoverd

- head out

-moding

-lead the first desicion DW",,"UW speed

Catenaccio DW to close the door to possible loses

Consistancy and Atitude","When staring on port and having to bear away boats, sometimes it’s important to stay high and slow to have space after clearing up the boats on stb to keep a clear lane after that

7knts gybes with waves",,7-2-2,"2 races in NNE breeze. 350-30º.  5-17kts.  Course 2 off point of land.
3rd race in filling breeze from W.  285º.  4-12kts.  Course 3 by C'an Pastilla.

NNE wind (course 2).  Was characterized by strong righties from Arenal and more gentle, but big, lefties from Palma.  Was a day to get to your side and then pick best lane back to middle.  
We gained by pushing more to corner as well as taking Tim's lane earlier.  It all depended on how the wind was looking more long term, and if it was sustained good to dig, if not maybe look to connect back to what was paying.  There were many shifts per beat, so not getting to lay line was usually good.  Downwind was open, but seemed good to just attack pressure.  Was not always easy to see.

W wind (course 3).  Similar to the final day of MSC regatta.  We wanted to look at the right but with a knowledge of shifts/pressure/finish top left.  Started middle of line and held in righty pressure, got nervous it wasn't going to come back, but in the end there was always something good about not being on STBD lay line.  Going straight downwind was also good.  Both in MSC regatta and this race.

We did a good job consolidating/protecting when we needed to and were unsure.",,
9wJi6g7KQP6Ki-2n0cxIMw,Regatta,k8E8OJEUT4yrAv9yg.z4ew,"31/3/2026, 7:19:00 a. m.","31/3/2026, 10:20:00 a. m.","Ian leading the moding UW

Release more the main DW

Head out and trust in what we see",,"UW speed, really nice lanes and performance

Execute very well when to dig into pressure and when to tack the shift

Moved forward every leg

Attitude and interaction

Manouvers, good to have some hours doing f’s 8

","DW we can hike harder 

",,1-7-4,"Northerly 8-15kts.  Race course 3 close to C'an Pastilla again.

We did a nice job of staying in phase but at least ""touching"" the best pressure.  Worked nicely for us to not always dig deep into pressure but rather get on the lifted tack ASAP because it was such a shifty day.  3-5 shifts per beat.

Downwind we still did a nice job attacking best pressure out of WW mark.  However, a few times we gybed early thinking we were sailing out of pressure when no one was really threatening us from behind and we can continue a little longer and close down the corner.  If bows are still pointing on our line behind us on downwind that is another indication there is not much rush.

We don't always need to gybe against the shift downwind (TP52 race Valencia example).  Sometimes best to just go get that header and worry about the lift back to the mark later, not usually a problem in the 49er.  Not as much as keelboats.",,
YqLztcRMSZaSjdhciWHYwA,Regatta,k8E8OJEUT4yrAv9yg.z4ew,"1/4/2026, 10:04:00 a. m.","1/4/2026, 1:00:00 p. m.","Head out and be part of the wind

Ian leading moding with intensity

When aproching DW layline, make sure we look over the back shoulder so if there’s pressure filling, we don’t over stand it",true,"Interaction

Won the pin pretty solid

Speed UW and DW
 
Gybes, good that Nev started to pass the battens in the middle of the turn

Super consistent in all Qualy races

","Heel UW and DW to see how to trim main and spinaker

DW, helps to engage the boat tracking forward being quick out before the heel apear 

First we need to find and agree when we have a flat boat to start communicating about leech tension

Gybes, we have to feel when the boom is “leaning” to LW to touch the boom and if we only pass the bottom two battens is enough to keep rotating and don’t compromise the heel in the exit
",,2,"DW, when the leader is short on layline, it’s a good opportunity to go more",,"Sailed in late fill SW'ly.  One race.

Course two in filling breeze and cloud coverage left was still very strong.  Was quite obvious pressure difference."
rp10u7JcQ9O1C6KVhvuarw,Regatta,s-5FaxFkRdOz4AIxdbvTmQ,"31/3/2026, 5:10:00 a. m.","31/3/2026, 9:00:00 a. m.","- Protocolo de largada
- Tiempo a la linea
- Numeros de compas 
- Que no se venga el barco en línea recta ",,"-Muy buena velocidad 
- Escora en los momentos criticos + suelto de vang
- Gibe set 2 regata","- Riesgo en las largadas 
- Bajar antes al agua no llegar a un campeonato pudiendo tener problemas con nada en este caso la driza
",,,,,
7fO6q53cTam3SGWd-o7qwg,Regatta,s-5FaxFkRdOz4AIxdbvTmQ,"29/3/2026, 7:02:00 p. m.","29/3/2026, 11:02:00 p. m.","- protocolo
- numeros
- largar bien correr por extremos",,"- velocidad última regata
- Puesta a punto 18 -4 -1
- Kiwidrop ultíma regata","- Protocolo de largada 
- Llegar a la cancha sin problemas dos veces tema con globo se solto driza dsp arriador
- Preparación de comida agua etc ser mas prolijos
- Problema no haber hecho chek out
",,,,,
NpQp8jNSRz-rnS1mtxnebw,Regatta,s-5FaxFkRdOz4AIxdbvTmQ,"1/4/2026, 10:08:00 a. m.","1/4/2026, 12:09:00 p. m.",,,,,,,,,
cs8GSGywSaipckkPXCflyA,Training,s-5FaxFkRdOz4AIxdbvTmQ,"28/3/2026, 8:11:00 p. m.","28/3/2026, 10:11:00 p. m.",,,,,,,,,
ZP.pcZciSyOc2Vf2GhzHbQ,Regatta,k8E8OJEUT4yrAv9yg.z4ew,"2/4/2026, 5:01:00 a. m.","2/4/2026, 7:45:00 a. m.","Routine, wolf mode on and of the water

Interaction in the water (set up, technique, wind, race course, thoughts, manouvers, etc..)

Race prep, stay active while in the water and have a feel of the boat before each race or wind change

Tunnel mode (super focus, thankful)
",,"Getting back from race 2 that we were a bit out of phase

Good speed and transition UW

Cunningham utilization in 8/9knts

In the last race, 2nd UW, very well being patience and matching the danish to cover and close the race there

Recognition of what the wind will do for the last race as the forecast was predicting a left shift","Using boats around or leaders as indicators when we are in the back to see what are showing us around the course

",,7-22-1,"In offshore crazy races, better to get first decisions correct that get an amazing start.  We have been stuck on STBD a couple of times and need left to work.  Maybe better to look around than focus on lane at times

Is wind persistent shift or still oscillating?  Need to be on lifts if still oscillating.",,"Was a NNE'ly going W.  Very open race course.  Both sides winning big at times in dramatic fashion.  Really observing wind was important to see which side had more pressure.

Final race W'ly filled in a line.  Was really the only ""line"" of pressure filling and left was strong."
lf5a.gBLT0SMsyev3CE7lQ,Regatta,k8E8OJEUT4yrAv9yg.z4ew,"3/4/2026, 7:15:00 a. m.","3/4/2026, 9:20:00 a. m.","Flexibility for the changes in the conditions

Focus and proud for the opportunity we build

Sail as if it was a normal day for us",,"First race execution was incredible! Everything great

Comeback from being over in race 2

Speed UW

Manouvers in the swell were awesome (mark roundings specially)

Passing a lot of boats around the race course
","Tight lanes DW were any small mistake you pay it a lot

Being a bit more conservative in the start line when we know that our speed is great.
We risk too much in star N*2

",,1-11-5,,,"DW was risky to do layline from so far cause a small gust and you really ovestand the layline.
Good lane at 20% left to layline"
a-BPsLdMPS06vzwfidBsNsw,Regatta,s-5FaxFkRdOz4AIxdbvTmQ,"2/4/2026, 8:40:00 a. m.","2/4/2026, 12:40:00 p. m.",,,,,,,,,
rZTSWLGSQUKNHyyETyE.Uw,Regatta,s-5FaxFkRdOz4AIxdbvTmQ,"3/4/2026, 9:41:00 p. m.","4/4/2026, 1:29:00 a. m.",,true,"- Muy buen feeling de control en la ceñida de la ultima regata
- Balance ceñida ultima regata
- Gybes con seguridad y sin bajar la proa","- Revisar los nudos y cosas antes de un dia de viento (se salio el saca botalon)
- Viradas con ola grande timing de entrada + salir mas rapido
- No sobrar los lanes 
- Encontrar barlovento antes
- Empezar a pensar la virada antes de estar llegando al lane
- Posicionarse antes en la linea para hacer mejor el trabajo de distancia a la linea",,,,,
nFNSvjJJT5K4IizHGn4LDQ,Training,s-5FaxFkRdOz4AIxdbvTmQ,"17/3/2026, 10:00:00 a. m.","17/3/2026, 12:40:00 p. m.",,,,,,,,,
abm4NulrSymRG4GILv-4pQ,Training,s-5FaxFkRdOz4AIxdbvTmQ,"18/3/2026, 10:30:00 a. m.","4/4/2026, 12:00:00 p. m.",,,,,,,,,
1RJ48JoSTAKdf1277ijAiw,Regatta,k8E8OJEUT4yrAv9yg.z4ew,"4/4/2026, 7:00:00 a. m.","4/4/2026, 8:46:00 a. m.","Be agressive, sharp, focus, risk management, 

Chance to make bleed the Germans or Chinese go for it

Be proud of the week we build among the week",,"Secure the silver medal, defend the Chinese after rounding the gate of race 2 that was the only one that could pass us

DW speed

Allways fighting

Reset after race 1

","Final move when match racing a boat in the start.
We could’ve stack the Germans later so we could make the final double tack without them following us

",,8-4,Last double tack must be late enough that when we are doing it the LW boat cannot follow,,Wind from 218 and the course further from shore the right was very strong
